"Category1","Annual_Income","Age","Purchased","Transaction_Date"
"Segment_1",61.98,21,"Yes",2023-10-29
"Segment_1",52.11,54,"Yes",2023-09-02
"Segment_2",75.62,67,"Yes",2023-08-27
"Segment_1",62.07,25,"Yes",2023-12-19
"Segment_4",91.25,47,"Yes",2023-06-11
"Segment_5",71.55,30,"No",2023-03-05
"Segment_4",43.53,27,"Yes",2023-11-13
"Segment_4",73.22,34,"Yes",2023-03-28
"Segment_1",57.87,58,"No",2023-04-26
"Segment_1",31.85,37,"No",2023-06-10
"Segment_1",58.02,40,"No",2023-07-10
"Segment_2",59.93,28,"Yes",2023-01-04
"Segment_2",61.12,68,"No",2023-08-18
"Segment_4",94.34,48,"Yes",2023-01-19
"Segment_4",57.59,27,"No",2023-02-05
"Segment_2",55.86,49,"Yes",2023-09-16
"Segment_1",45,59,"No",2023-03-20
"Segment_5",36.76,60,"Yes",2023-08-12
"Segment_2",52.52,27,"No",2023-04-20
"Segment_4",60.6,69,"Yes",2023-06-04
"Segment_3",41.89,53,"No",2023-02-02
"Segment_1",70.94,32,"Yes",2023-06-15
"Segment_1",58.58,54,"Yes",2023-07-04
"Segment_5",56.16,44,"No",2023-08-19
"Segment_4",48.8,48,"No",2023-04-29
"Segment_1",51.64,54,"No",2023-06-29
"Segment_5",57.11,65,"No",2023-05-20
"Segment_2",24.36,43,"Yes",2023-08-09
"Segment_3",73.63,36,"No",2023-05-11
"Segment_4",67.42,63,"Yes",2023-08-22
"Segment_1",33.12,21,"No",2023-09-10
"Segment_1",46.96,36,"No",2023-09-26
"Segment_4",48.36,66,"Yes",2023-11-29
"Segment_4",57.74,22,"No",2023-12-25
"Segment_1",42.85,20,"Yes",2023-11-22
"Segment_4",87.71,60,"No",2023-10-28
"Segment_4",62.9,55,"Yes",2023-11-02
"Segment_2",54.9,56,"No",2023-11-04
"Segment_2",90.54,44,"No",2023-01-16
"Segment_1",38.61,70,"Yes",2023-09-02
"Segment_2",61.91,41,"Yes",2023-08-12
"Segment_5",90.31,67,"No",2023-05-11
"Segment_4",28.4,45,"No",2023-04-18
"Segment_2",78.07,45,"No",2023-02-13
"Segment_4",96.85,56,"No",2023-03-31
"Segment_2",77.98,62,"No",2023-03-19
"Segment_2",65.56,53,"No",2023-10-28
"Segment_2",73.97,38,"Yes",2023-01-08
"Segment_1",34.76,61,"Yes",2023-01-27
"Segment_5",53.28,60,"No",2023-06-05
"Segment_4",64.09,47,"No",2023-06-06
"Segment_3",35.65,56,"No",2023-12-11
"Segment_3",66.58,51,"No",2023-08-10
"Segment_5",52.67,39,"No",2023-09-08
"Segment_5",77.65,30,"Yes",2023-03-26
"Segment_2",61.64,69,"No",2023-03-16
"Segment_1",68.1,34,"No",2023-06-23
"Segment_1",74.3,18,"No",2023-05-06
"Segment_5",58.96,42,"No",2023-01-28
"Segment_2",56.64,66,"No",2023-07-30
"Segment_4",43.61,63,"No",2023-10-28
"Segment_2",50.77,40,"Yes",2023-09-08
"Segment_3",69.1,34,"No",2023-10-18
"Segment_5",64.47,25,"Yes",2023-01-18
"Segment_1",79.52,53,"No",2023-04-10
"Segment_5",48.2,68,"No",2023-07-13
"Segment_1",91.84,40,"No",2023-02-27
"Segment_1",62.97,43,"Yes",2023-03-31
"Segment_2",63.05,27,"No",2023-09-15
"Segment_1",59.35,25,"No",2023-08-23
"Segment_2",59.17,38,"Yes",2023-01-16
"Segment_3",45.62,68,"No",2023-07-12
"Segment_2",31.92,18,"Yes",2023-09-05
"Segment_3",61.39,65,"No",2023-09-25
"Segment_2",55.34,21,"No",2023-11-11
"Segment_1",61.45,35,"No",2023-03-24
"Segment_4",63.09,26,"No",2023-10-31
"Segment_2",71.59,45,"No",2023-01-30
"Segment_5",45.92,43,"Yes",2023-08-23
"Segment_2",75.4,53,"Yes",2023-02-10
"Segment_3",40.27,66,"Yes",2023-06-13
"Segment_4",72.12,22,"No",2023-03-02
"Segment_2",65.89,45,"No",2023-04-22
"Segment_5",67.5,28,"No",2023-07-26
"Segment_2",46.5,41,"Yes",2023-06-22
"Segment_3",39.6,44,"Yes",2023-12-20
"Segment_2",88.63,63,"Yes",2023-01-10
"Segment_5",67.77,51,"No",2023-12-26
"Segment_3",47.18,34,"No",2023-12-27
"Segment_5",71.01,22,"No",2023-08-06
"Segment_1",32.85,35,"No",2023-04-19
"Segment_1",62.81,32,"No",2023-08-10
"Segment_4",38.91,32,"No",2023-06-11
"Segment_5",45.63,40,"No",2023-06-02
"Segment_4",45.87,29,"Yes",2023-01-14
"Segment_2",46.68,29,"No",2023-05-13
"Segment_5",88.07,30,"No",2023-07-30
"Segment_4",65.01,36,"No",2023-05-23
"Segment_2",43.35,52,"Yes",2023-01-29
"Segment_2",49.27,31,"No",2023-06-05
"Segment_1",62.55,56,"Yes",2023-02-08
"Segment_4",52.86,29,"No",2023-03-26
"Segment_1",34.56,48,"No",2023-04-04
"Segment_1",80.15,61,"No",2023-12-03
"Segment_1",76,45,"No",2023-05-10
"Segment_3",55.28,26,"Yes",2023-05-12
"Segment_1",64.73,52,"Yes",2023-06-19
"Segment_1",58.86,51,"No",2023-05-10
"Segment_2",81.14,55,"No",2023-03-21
"Segment_5",54.94,31,"Yes",2023-01-11
"Segment_2",37.53,24,"No",2023-11-13
"Segment_3",39.92,22,"Yes",2023-06-06
"Segment_3",59.41,34,"No",2023-02-25
"Segment_5",46.37,40,"No",2023-12-26
"Segment_5",69.92,61,"No",2023-12-06
"Segment_2",51.73,47,"No",2023-02-07
"Segment_5",67.08,55,"Yes",2023-04-01
"Segment_4",68.75,48,"No",2023-07-20
"Segment_4",49.35,65,"No",2023-12-25
"Segment_3",43.26,40,"Yes",2023-12-10
"Segment_5",43.9,37,"No",2023-05-23
"Segment_1",77.88,49,"No",2023-01-06
"Segment_3",62.81,33,"No",2023-04-11
"Segment_2",60.33,65,"Yes",2023-01-08
"Segment_4",58.13,20,"Yes",2023-10-29
"Segment_4",67.09,24,"No",2023-08-29
"Segment_1",74.89,42,"No",2023-04-10
"Segment_2",72.63,26,"No",2023-11-09
"Segment_1",65.26,37,"No",2023-01-19
"Segment_2",55.33,60,"Yes",2023-06-22
"Segment_3",75.95,67,"Yes",2023-12-18
"Segment_4",62.5,34,"Yes",2023-01-12
"Segment_1",53.45,41,"No",2023-04-16
"Segment_5",70.22,62,"No",2023-12-24
"Segment_3",65.08,48,"No",2023-07-09
"Segment_1",33.62,58,"Yes",2023-05-20
"Segment_2",76.3,24,"Yes",2023-02-27
"Segment_1",58.02,59,"No",2023-12-12
"Segment_4",56.04,43,"No",2023-07-31
"Segment_3",68.19,36,"No",2023-01-26
"Segment_2",84.61,69,"Yes",2023-11-22
"Segment_5",72.78,36,"Yes",2023-12-16
"Segment_2",68.32,70,"No",2023-06-20
"Segment_4",65.58,69,"No",2023-09-12
"Segment_5",59.88,20,"Yes",2023-08-16
"Segment_4",61.08,44,"Yes",2023-08-19
"Segment_5",73.5,40,"Yes",2023-03-10
"Segment_4",73.75,67,"Yes",2023-06-07
"Segment_5",68.85,70,"Yes",2023-11-11
"Segment_5",70.73,30,"Yes",2023-02-02
"Segment_2",70.15,43,"Yes",2023-05-17
"Segment_2",71.34,28,"Yes",2023-12-17
"Segment_2",41.39,25,"Yes",2023-05-23
"Segment_2",92.65,24,"No",2023-05-09
"Segment_2",55.35,20,"No",2023-02-02
"Segment_4",61.03,36,"No",2023-11-29
"Segment_4",66.71,46,"No",2023-08-31
"Segment_2",57.35,29,"No",2023-09-26
"Segment_4",70.61,60,"No",2023-05-08
"Segment_5",59.1,31,"Yes",2023-03-25
"Segment_2",65.61,46,"No",2023-11-21
"Segment_5",68.19,60,"No",2023-09-13
"Segment_4",71.5,62,"No",2023-01-27
"Segment_5",36.25,46,"No",2023-05-21
"Segment_1",18.45,40,"No",2023-03-17
"Segment_2",92.53,69,"Yes",2023-10-28
"Segment_4",35.53,51,"Yes",2023-01-20
"Segment_3",32.68,57,"No",2023-01-01
"Segment_2",78.76,62,"No",2023-07-24
"Segment_5",58.38,18,"No",2023-03-01
"Segment_1",76.94,18,"Yes",2023-08-24
"Segment_1",58.41,28,"No",2023-05-23
"Segment_4",48.42,67,"No",2023-05-21
"Segment_2",64.42,45,"Yes",2023-07-28
"Segment_3",56.3,30,"No",2023-12-29
"Segment_2",48.47,33,"Yes",2023-01-17
"Segment_2",45.26,63,"Yes",2023-04-17
"Segment_2",59.66,67,"Yes",2023-03-07
"Segment_1",47.13,67,"Yes",2023-06-19
"Segment_3",71.39,20,"Yes",2023-02-07
"Segment_1",58.44,52,"Yes",2023-08-26
"Segment_4",45.94,31,"No",2023-02-21
"Segment_5",49.73,41,"Yes",2023-06-17
"Segment_1",41.06,55,"No",2023-04-23
"Segment_4",68.76,54,"No",2023-07-23
"Segment_1",43.56,46,"Yes",2023-03-23
"Segment_4",68.68,22,"No",2023-09-16
"Segment_3",79.98,19,"Yes",2023-07-28
"Segment_3",71.74,70,"Yes",2023-12-30
"Segment_2",68.01,28,"No",2023-01-20
"Segment_1",48.5,41,"No",2023-02-22
"Segment_2",55.2,52,"Yes",2023-06-04
"Segment_3",83.84,39,"Yes",2023-01-20
"Segment_5",72.64,25,"No",2023-05-21
"Segment_2",62.34,40,"Yes",2023-12-12
"Segment_1",67.66,62,"No",2023-07-11
"Segment_5",47.38,41,"No",2023-04-04
"Segment_2",55.46,24,"Yes",2023-11-15
"Segment_5",53.68,59,"No",2023-08-09
"Segment_4",74.09,64,"Yes",2023-09-10
"Segment_5",47.69,45,"No",2023-07-05
"Segment_4",42.12,47,"Yes",2023-03-31
"Segment_4",51.36,39,"Yes",2023-08-19
"Segment_4",61.17,42,"Yes",2023-10-08
"Segment_4",58.57,59,"Yes",2023-09-22
"Segment_5",51.41,36,"Yes",2023-06-13
"Segment_3",52.12,57,"No",2023-10-06
"Segment_2",48.85,19,"Yes",2023-10-04
"Segment_1",71.3,50,"No",2023-04-03
"Segment_5",58.62,37,"Yes",2023-03-26
"Segment_1",71.46,65,"Yes",2023-04-10
"Segment_1",47.54,32,"Yes",2023-07-22
"Segment_3",78.3,45,"No",2023-09-05
"Segment_2",55.56,43,"No",2023-06-07
"Segment_4",62.89,66,"No",2023-06-23
"Segment_5",61.71,20,"No",2023-04-24
"Segment_1",62.62,52,"Yes",2023-02-01
"Segment_2",40.97,29,"No",2023-01-02
"Segment_3",48.01,28,"No",2023-04-30
"Segment_5",56.6,23,"No",2023-10-21
"Segment_1",43.35,27,"Yes",2023-11-22
"Segment_5",70.46,29,"Yes",2023-03-10
"Segment_4",45.01,59,"No",2023-06-16
"Segment_2",52.9,51,"Yes",2023-12-05
"Segment_2",73.55,54,"Yes",2023-09-26
"Segment_3",65.01,22,"Yes",2023-01-21
"Segment_4",56.7,50,"Yes",2023-05-28
"Segment_1",73.89,27,"Yes",2023-03-26
"Segment_5",66.19,57,"No",2023-12-04
"Segment_5",68.79,55,"Yes",2023-10-05
"Segment_1",72.82,39,"No",2023-04-29
"Segment_1",51.08,19,"No",2023-03-06
"Segment_5",46.99,18,"No",2023-06-22
"Segment_4",86.69,51,"No",2023-12-09
"Segment_5",90.08,19,"No",2023-03-12
"Segment_4",45.72,42,"Yes",2023-03-21
"Segment_3",64.59,23,"No",2023-05-03
"Segment_5",76.73,51,"No",2023-03-27
"Segment_1",61.31,28,"Yes",2023-12-19
"Segment_3",72.75,47,"Yes",2023-08-19
"Segment_1",31.94,38,"No",2023-05-24
"Segment_2",50.94,45,"Yes",2023-09-25
"Segment_2",65.64,59,"Yes",2023-10-28
"Segment_1",59.33,29,"No",2023-01-10
"Segment_1",46.99,53,"No",2023-01-29
"Segment_5",63.06,57,"Yes",2023-05-27
"Segment_3",41.45,23,"No",2023-02-10
"Segment_3",73.26,21,"Yes",2023-08-20
"Segment_1",47.07,55,"Yes",2023-06-15
"Segment_5",67.82,55,"Yes",2023-01-31
"Segment_3",54.8,44,"No",2023-10-28
"Segment_5",73.42,40,"No",2023-05-18
"Segment_4",58.15,55,"No",2023-11-22
"Segment_3",84.79,69,"No",2023-02-16
"Segment_3",81.11,61,"Yes",2023-06-04
"Segment_5",76.24,68,"No",2023-09-26
"Segment_1",67.97,44,"Yes",2023-06-17
"Segment_1",64.74,58,"Yes",2023-06-19
"Segment_4",37.24,57,"No",2023-10-02
"Segment_1",55.32,22,"Yes",2023-11-06
"Segment_1",50.64,67,"No",2023-08-18
"Segment_5",65.54,65,"No",2023-06-13
"Segment_2",69.92,18,"No",2023-11-11
"Segment_1",59.02,70,"No",2023-11-29
"Segment_4",69.76,46,"No",2023-03-25
"Segment_3",76.92,54,"No",2023-09-16
"Segment_2",57.36,30,"No",2023-05-12
"Segment_1",51.49,25,"Yes",2023-01-17
"Segment_1",82.36,57,"Yes",2023-12-07
"Segment_4",73.23,30,"No",2023-11-29
"Segment_4",39.85,68,"No",2023-11-12
"Segment_3",60.01,45,"Yes",2023-09-26
"Segment_2",83.44,40,"No",2023-12-02
"Segment_4",47.53,54,"Yes",2023-10-19
"Segment_5",46.43,66,"No",2023-11-25
"Segment_5",54.77,45,"No",2023-12-10
"Segment_4",84.03,63,"Yes",2023-05-08
"Segment_1",49.96,33,"No",2023-08-24
"Segment_4",57.37,48,"Yes",2023-08-01
"Segment_2",52.22,19,"Yes",2023-11-25
"Segment_1",49.3,56,"No",2023-10-11
"Segment_5",66.81,63,"No",2023-08-29
"Segment_1",57.9,40,"Yes",2023-12-06
"Segment_2",80.34,45,"No",2023-09-29
"Segment_3",38,42,"No",2023-09-16
"Segment_2",81.27,43,"No",2023-02-14
"Segment_5",46.58,22,"No",2023-11-11
"Segment_2",51.81,60,"No",2023-01-12
"Segment_4",51.69,51,"No",2023-09-28
"Segment_2",71.8,21,"No",2023-12-25
"Segment_1",87.27,19,"Yes",2023-07-01
"Segment_3",46.89,27,"No",2023-03-02
"Segment_1",69.83,58,"No",2023-02-22
"Segment_2",69.37,35,"Yes",2023-07-10
"Segment_3",55.67,50,"Yes",2023-07-26
"Segment_2",37.16,21,"No",2023-01-29
"Segment_3",47.14,50,"No",2023-09-02
"Segment_3",68.88,21,"No",2023-04-11
"Segment_4",60.69,37,"Yes",2023-11-11
"Segment_1",77.63,24,"Yes",2023-12-26
"Segment_5",47.87,28,"No",2023-09-15
"Segment_5",60.25,54,"No",2023-08-02
"Segment_3",79.38,61,"No",2023-10-28
"Segment_1",31.63,20,"No",2023-12-17
"Segment_4",46.43,47,"Yes",2023-01-06
"Segment_2",56.61,41,"No",2023-07-21
"Segment_1",64.76,32,"No",2023-12-28
"Segment_1",55.11,44,"Yes",2023-07-27
"Segment_1",76.22,33,"No",2023-09-01
"Segment_3",67.48,67,"No",2023-03-02
"Segment_2",85.18,51,"No",2023-06-27
"Segment_4",38.84,36,"Yes",2023-04-30
"Segment_5",68.94,68,"No",2023-12-23
"Segment_2",52.58,65,"No",2023-02-11
"Segment_1",63.21,31,"Yes",2023-12-11
"Segment_4",37.36,49,"Yes",2023-06-24
"Segment_1",44.26,24,"No",2023-04-28
"Segment_5",78.14,61,"Yes",2023-10-11
"Segment_2",82.07,26,"No",2023-02-20
"Segment_2",52.83,41,"No",2023-11-24
"Segment_1",59.88,22,"No",2023-05-26
"Segment_4",31.93,42,"No",2023-12-10
"Segment_3",61.15,68,"No",2023-06-27
"Segment_3",54.79,47,"Yes",2023-10-25
"Segment_4",85.75,48,"Yes",2023-09-26
"Segment_1",67.86,21,"No",2023-10-26
"Segment_1",83.73,67,"Yes",2023-12-10
"Segment_3",64.12,42,"Yes",2023-02-27
"Segment_3",70.47,49,"Yes",2023-10-04
"Segment_5",71.93,24,"Yes",2023-01-21
"Segment_5",28.7,40,"No",2023-03-07
"Segment_4",72.98,62,"Yes",2023-04-21
"Segment_4",67.77,46,"Yes",2023-08-20
"Segment_2",71.69,48,"Yes",2023-12-27
"Segment_2",61.12,22,"Yes",2023-01-05
"Segment_4",60.83,25,"Yes",2023-05-06
"Segment_2",51.06,36,"Yes",2023-09-12
"Segment_5",26.99,37,"No",2023-04-17
"Segment_4",42.51,69,"No",2023-03-13
"Segment_3",58.86,33,"Yes",2023-09-20
"Segment_5",43.2,59,"No",2023-02-21
"Segment_5",49.8,24,"No",2023-03-08
"Segment_1",70.76,25,"No",2023-12-08
"Segment_2",69.62,44,"No",2023-02-17
"Segment_3",59.86,37,"Yes",2023-01-16
"Segment_4",77.34,39,"No",2023-11-20
"Segment_4",65.08,58,"No",2023-05-09
"Segment_4",57.11,48,"No",2023-07-13
"Segment_1",63.17,22,"Yes",2023-05-19
"Segment_2",46.79,25,"Yes",2023-07-30
"Segment_5",56.08,27,"No",2023-08-29
"Segment_3",37.91,58,"Yes",2023-02-06
"Segment_3",53.66,62,"No",2023-01-18
"Segment_4",85.93,19,"Yes",2023-09-14
"Segment_5",57.35,19,"Yes",2023-12-08
"Segment_3",54.68,68,"Yes",2023-10-29
"Segment_1",84.02,42,"No",2023-09-26
"Segment_1",50.16,61,"No",2023-02-27
"Segment_3",40.49,24,"No",2023-08-10
"Segment_3",65.95,27,"Yes",2023-09-29
"Segment_1",64.79,32,"Yes",2023-04-11
"Segment_1",46.05,62,"No",2023-06-15
"Segment_2",47.37,52,"No",2023-01-15
"Segment_1",57.5,33,"No",2023-10-30
"Segment_5",49.65,69,"No",2023-08-24
"Segment_1",76.15,24,"No",2023-12-12
"Segment_1",70.76,27,"No",2023-07-20
"Segment_1",7.68,28,"No",2023-06-04
"Segment_1",55.84,57,"Yes",2023-10-03
"Segment_3",56.36,55,"Yes",2023-01-28
"Segment_4",58.69,33,"Yes",2023-01-02
"Segment_2",82.65,54,"No",2023-07-26
"Segment_2",73.61,40,"No",2023-04-30
"Segment_2",78.25,54,"Yes",2023-03-11
"Segment_1",59.03,47,"No",2023-05-23
"Segment_4",52.43,40,"No",2023-01-02
"Segment_3",70.37,60,"No",2023-04-14
"Segment_1",67.15,50,"Yes",2023-07-18
"Segment_2",65.1,18,"Yes",2023-05-23
"Segment_2",60.86,62,"Yes",2023-11-07
"Segment_3",29.63,34,"No",2023-08-27
"Segment_1",50.6,18,"No",2023-03-03
"Segment_5",10.54,62,"Yes",2023-11-21
"Segment_2",84.02,31,"No",2023-03-11
"Segment_5",54.08,68,"No",2023-01-21
"Segment_5",73.5,32,"No",2023-04-01
"Segment_1",63.34,34,"Yes",2023-10-28
"Segment_5",48.59,62,"No",2023-09-09
"Segment_2",48.84,66,"No",2023-08-13
"Segment_1",57.92,44,"Yes",2023-04-03
"Segment_2",64.73,45,"No",2023-12-05
"Segment_3",70.81,60,"Yes",2023-06-13
"Segment_2",50.88,51,"No",2023-07-04
"Segment_1",61.47,26,"No",2023-12-26
"Segment_2",29.99,44,"No",2023-06-25
"Segment_3",41.24,22,"No",2023-04-12
"Segment_4",49.03,24,"Yes",2023-01-20
"Segment_4",69.96,37,"No",2023-08-26
"Segment_4",85.14,21,"No",2023-05-17
"Segment_4",83.13,58,"Yes",2023-09-13
"Segment_4",100.75,66,"No",2023-05-27
"Segment_1",75.03,62,"Yes",2023-07-03
"Segment_5",101.85,48,"Yes",2023-09-20
"Segment_1",59.26,64,"No",2023-01-26
"Segment_5",69.55,23,"No",2023-05-23
"Segment_1",65.85,60,"Yes",2023-08-13
"Segment_5",67.71,43,"No",2023-10-01
"Segment_4",38.51,49,"Yes",2023-04-02
"Segment_4",41.58,31,"No",2023-12-12
"Segment_2",65.78,63,"No",2023-08-30
"Segment_2",46.89,18,"No",2023-07-10
"Segment_4",36.13,61,"No",2023-04-19
"Segment_3",59.08,20,"No",2023-12-29
"Segment_2",54.28,54,"Yes",2023-12-05
"Segment_1",47.07,41,"No",2023-01-16
"Segment_1",48.31,32,"Yes",2023-06-14
"Segment_1",54.08,57,"Yes",2023-11-15
"Segment_4",67.37,25,"Yes",2023-10-13
"Segment_3",41.4,60,"No",2023-04-17
"Segment_1",72.04,26,"Yes",2023-09-17
"Segment_1",92.7,21,"No",2023-06-06
"Segment_3",43.74,69,"No",2023-08-24
"Segment_4",59.38,65,"No",2023-04-30
"Segment_5",37.35,52,"No",2023-11-22
"Segment_4",95.81,51,"No",2023-03-04
"Segment_2",69.28,68,"Yes",2023-08-06
"Segment_5",68.09,66,"No",2023-11-15
"Segment_3",54.36,31,"No",2023-10-29
"Segment_4",75.56,40,"No",2023-10-19
"Segment_3",76.35,46,"No",2023-09-30
"Segment_2",44.37,33,"No",2023-04-08
"Segment_1",63.17,31,"Yes",2023-10-11
"Segment_4",50.88,54,"Yes",2023-04-03
"Segment_4",69.91,54,"No",2023-11-11
"Segment_3",67.74,31,"Yes",2023-05-19
"Segment_3",44.5,41,"Yes",2023-02-25
"Segment_3",59.68,62,"No",2023-05-30
"Segment_1",67.37,20,"No",2023-01-27
"Segment_4",56.35,26,"Yes",2023-09-23
"Segment_5",34.16,47,"No",2023-01-05
"Segment_1",59.3,27,"No",2023-11-25
"Segment_3",60.39,23,"No",2023-06-29
"Segment_1",74.94,64,"No",2023-07-17
"Segment_5",44.64,35,"No",2023-07-16
"Segment_4",75.81,24,"Yes",2023-12-18
"Segment_5",63.2,55,"No",2023-06-01
"Segment_2",80.7,37,"No",2023-04-02
"Segment_2",69.65,28,"No",2023-06-17
"Segment_3",59.46,22,"No",2023-06-04
"Segment_2",31.78,70,"Yes",2023-02-15
"Segment_2",36.09,25,"No",2023-07-09
"Segment_1",67.37,68,"Yes",2023-11-18
"Segment_3",67.95,34,"Yes",2023-09-22
"Segment_2",65.3,69,"No",2023-07-10
"Segment_2",64.65,25,"No",2023-12-05
"Segment_4",59.82,21,"No",2023-11-03
"Segment_5",40.98,29,"No",2023-01-17
"Segment_1",53.19,60,"No",2023-03-26
"Segment_3",56.59,29,"Yes",2023-04-18
"Segment_5",67.52,62,"Yes",2023-08-13
"Segment_3",74.44,33,"No",2023-08-09
"Segment_2",53.94,23,"No",2023-06-29
"Segment_5",51.47,38,"Yes",2023-02-22
"Segment_5",32.55,67,"No",2023-04-19
"Segment_5",68.94,29,"No",2023-02-16
"Segment_1",45.6,49,"No",2023-01-01
"Segment_1",48.66,34,"No",2023-07-02
"Segment_5",37.46,52,"No",2023-01-11
"Segment_5",68.27,54,"No",2023-02-07
"Segment_3",36.38,30,"No",2023-08-02
"Segment_5",28.44,32,"No",2023-12-03
"Segment_3",54.73,51,"No",2023-04-19
"Segment_3",31.46,26,"No",2023-01-31
"Segment_1",75.21,58,"No",2023-04-03
"Segment_5",94.39,61,"No",2023-10-28
"Segment_1",52.1,36,"No",2023-04-25
"Segment_3",86.84,44,"Yes",2023-03-22
"Segment_3",28.92,51,"No",2023-12-11
"Segment_1",56.16,70,"Yes",2023-01-23
"Segment_3",38.4,20,"No",2023-06-07
"Segment_4",71.08,61,"No",2023-02-17
"Segment_1",46.8,29,"No",2023-07-27
"Segment_3",73.09,25,"Yes",2023-03-09
"Segment_5",55.44,22,"No",2023-04-29
"Segment_4",84.55,44,"No",2023-01-17
"Segment_1",77.46,30,"Yes",2023-09-23
"Segment_5",76.66,35,"No",2023-09-30
"Segment_1",73.45,30,"No",2023-10-12
"Segment_5",72.83,18,"No",2023-09-08
"Segment_1",65.21,70,"Yes",2023-12-22
"Segment_3",61.75,37,"No",2023-09-14
"Segment_2",77.79,51,"No",2023-06-28
"Segment_1",76.68,41,"No",2023-04-14
"Segment_3",71.31,63,"No",2023-07-24
"Segment_5",74.41,52,"Yes",2023-11-06
"Segment_4",66.43,56,"Yes",2023-10-23
"Segment_3",36.82,30,"No",2023-01-27
"Segment_5",52.94,24,"Yes",2023-09-29
"Segment_4",49.84,65,"No",2023-09-08
"Segment_2",70.28,30,"Yes",2023-11-17
"Segment_4",31.19,48,"No",2023-07-18
"Segment_1",67.68,44,"No",2023-09-30
"Segment_3",68.6,36,"No",2023-02-09
"Segment_2",70.35,57,"No",2023-12-30
"Segment_2",36.09,27,"No",2023-07-29
"Segment_5",76.21,59,"No",2023-10-04
"Segment_5",31.93,30,"No",2023-09-08
"Segment_1",42.03,23,"No",2023-10-01
"Segment_1",50.12,29,"No",2023-12-12
"Segment_1",44.23,35,"No",2023-05-16
"Segment_5",50.06,31,"No",2023-05-17
"Segment_1",67.48,38,"Yes",2023-09-01
"Segment_5",37.15,66,"Yes",2023-01-19
"Segment_2",57.33,37,"Yes",2023-02-21
"Segment_5",55.4,70,"No",2023-11-02
"Segment_3",67.49,27,"Yes",2023-08-16
"Segment_4",42.92,38,"No",2023-04-18
"Segment_3",74.52,56,"No",2023-05-17
"Segment_1",70.48,56,"No",2023-07-06
"Segment_2",46,59,"Yes",2023-01-26
"Segment_3",30,28,"Yes",2023-12-21
"Segment_3",44.77,27,"Yes",2023-12-01
"Segment_2",54.98,56,"No",2023-03-11
"Segment_5",57.26,68,"Yes",2023-10-02
"Segment_2",80.41,41,"Yes",2023-03-23
"Segment_1",48.02,26,"Yes",2023-04-21
"Segment_4",70.04,24,"No",2023-01-02
"Segment_4",63.09,19,"No",2023-07-09
"Segment_4",54.1,63,"No",2023-06-12
"Segment_5",49.68,28,"No",2023-12-09
"Segment_4",32.79,51,"No",2023-02-25
"Segment_1",37.46,57,"Yes",2023-03-16
"Segment_3",65.87,26,"No",2023-11-08
"Segment_4",86.61,33,"No",2023-02-02
"Segment_2",68.99,64,"No",2023-01-21
"Segment_1",62.17,40,"Yes",2023-09-06
"Segment_5",26.97,60,"No",2023-10-03
"Segment_4",75.72,56,"No",2023-05-17
"Segment_5",62.8,29,"No",2023-04-28
"Segment_5",52.56,54,"No",2023-11-10
"Segment_2",72.32,39,"Yes",2023-04-21
"Segment_3",77.32,23,"No",2023-07-31
"Segment_1",57.52,34,"No",2023-11-13
"Segment_5",64.55,59,"No",2023-08-24
"Segment_1",67.71,30,"Yes",2023-06-02
"Segment_3",70.25,27,"No",2023-01-05
"Segment_3",72.28,30,"No",2023-04-07
"Segment_4",73.76,51,"No",2023-02-19
"Segment_1",56.65,65,"Yes",2023-02-10
"Segment_4",72.56,65,"Yes",2023-08-23
"Segment_4",52.51,48,"No",2023-09-20
"Segment_3",73.52,20,"No",2023-09-25
"Segment_1",73.77,43,"No",2023-11-04
"Segment_4",26.89,44,"Yes",2023-03-21
"Segment_5",42.44,41,"No",2023-06-08
"Segment_1",54.92,18,"Yes",2023-12-24
"Segment_4",60.75,50,"Yes",2023-12-14
"Segment_5",68.76,58,"No",2023-12-12
"Segment_1",44.18,68,"No",2023-08-15
"Segment_3",72.58,33,"Yes",2023-07-19
"Segment_3",58.66,34,"Yes",2023-01-23
"Segment_5",42.92,25,"Yes",2023-01-09
"Segment_5",61,51,"No",2023-09-06
"Segment_4",36.5,29,"No",2023-05-16
"Segment_4",31.71,29,"Yes",2023-03-21
"Segment_3",56.52,67,"No",2023-07-16
"Segment_1",76,56,"Yes",2023-07-15
"Segment_1",62.75,61,"No",2023-11-29
"Segment_4",72.38,63,"No",2023-05-05
"Segment_4",87.91,43,"No",2023-12-12
"Segment_3",68.24,46,"No",2023-10-07
"Segment_2",52.53,26,"Yes",2023-04-15
"Segment_4",67.75,60,"No",2023-03-24
"Segment_4",63.03,27,"No",2023-03-20
"Segment_2",90.07,64,"Yes",2023-11-13
"Segment_3",47.94,58,"No",2023-09-15
"Segment_4",65.48,42,"No",2023-09-09
"Segment_1",55.53,67,"Yes",2023-02-15
"Segment_3",36.4,35,"Yes",2023-11-22
"Segment_1",64.45,25,"Yes",2023-10-08
"Segment_1",59.23,67,"No",2023-06-14
"Segment_3",46.18,46,"No",2023-07-11
"Segment_4",68.61,25,"No",2023-08-06
"Segment_2",58.95,37,"No",2023-12-11
"Segment_3",36.92,69,"Yes",2023-10-16
"Segment_3",52.14,63,"No",2023-02-25
"Segment_5",74.3,65,"Yes",2023-12-26
"Segment_3",61.42,26,"No",2023-10-14
